business_categories,business_id,business_name,business_review_count,business_stars,reviewer_average_stars,stars,text,user_id
Food; Coffee & Tea,jDZS6BUrz5PI-M4iQCTMsg,The Coffee Bean & Tea Leaf,21,4,3.85,5,Dragon Jasmine hot tea is amazing,F6B-A5coQW7gGhi4sd_mkg
Food; Coffee & Tea,jDZS6BUrz5PI-M4iQCTMsg,The Coffee Bean & Tea Leaf,29,3.5,4.38,4,"Not gonna lie, I choose this place over Starbucks. Mainly because it has such a cool ""Relax at home"" vibe. Good service, they always greet me as I walk in. Very clean.

I always dig the ice blended mocha...it's like crack.",eY9ZXESFPjhZf4rUFkssFQ
Food; Coffee & Tea,jDZS6BUrz5PI-M4iQCTMsg,The Coffee Bean & Tea Leaf,23,4,3.16,5,"The coffee here is exquisite and the bran muffins even though delicious a bit too big. so, you get more for your money? 
my favorite new place.
oh, and the speed of service is wonderful when  your on the run.",Ep2bE0lPEJMcJfts8r8NHw
Food; Coffee & Tea,Qr232ykh-d73aAKQqfdu8Q,The Coffee Bean & Tea Leaf,29,3.5,4.2,5,"Can't go wrong with an iced gingerbread latte, hot waffle with Nutella spread and free wi-fi - especially shared with my beautiful wife. :)",ehCtzkedHa4Oq5c0IJ9X8A
Food; Coffee & Tea,Qr232ykh-d73aAKQqfdu8Q,The Coffee Bean & Tea Leaf,29,3.5,4,5,"good fast service ez parking, big cookies",E9jtD7EFBRQDaswk6goqDg
Food; Coffee & Tea,Qr232ykh-d73aAKQqfdu8Q,The Coffee Bean & Tea Leaf,29,3.5,4,4,"I come to this place for the tea. I love thier teas and the wide selection of them. I guess thier coffee is good too, but I'm not a decent judge of coffee.The atmosphere is great and I love sitting there with friends. It also helps that I live across the street from it. An amusing tidbit I found out is that that this place is completely Kosher.",E5ybHeWj3OkZ1cm5bByMZQ
Food; Coffee & Tea,Qr232ykh-d73aAKQqfdu8Q,The Coffee Bean & Tea Leaf,29,3.5,3.74,3,"My dog, the adorable DeeDee Anne and I enjoy their muffins, the Beautiful Carin enjoys their scones and they don't burn the coffee...what more could I need from a coffee shop on a gorgeous Sunday morning?!?!
Well, nothing really.
I don't require an awful lot for a Sunday walk in the park with my favorite people (I know, but my dog is people, too), just nearly perfect weather, great companions and a decent cup of coffee. The Coffee Bean and Tea Leaf provided the coffee (and a reasonable muffin and scone), I had to find the rest on my own!
See you at the park!",du6KeE54IFbPiXpU3LOd1g
Food; Coffee & Tea,Qr232ykh-d73aAKQqfdu8Q,The Coffee Bean & Tea Leaf,29,3.5,3.88,2,"Um, yeah, no!  Not!  I love coffee houses, but if one is going to go with corporate coffee I would rather hit my local Starbucks that The Coffee Bean and Tea Leaf.  ""Simply the best?""  That is their motto, but I think not!  The artificial power they use in their drinks tastes nasty, and never fully disolves in either the hot drinks or the iced drinks.  There is always a nasty, sludgy mess in the bottom.  Plus the powder sticks in my throat and makes me cough.  And none of the employees know anything about the drinks.  They seen very disinterested.  If I am going to buy coffee I want it to be from a fun place.  If I want coffee with morning attitude I can make it at home, and experience by own bad attitude. This Coffee Bean has been a bad experience every time.  Hit the independent coffee houses, or hit the Coffee Beans older, and successful brother, Starbucks.  Why settle for second rate coffee?",d8geeKYzPeGp8uSP8C6PTw
Food; Coffee & Tea,Qr232ykh-d73aAKQqfdu8Q,The Coffee Bean & Tea Leaf,29,3.5,3.87,4,"I love this location. It is tucked away and surrounded by trees and hence shade and feels welcoming and inviting. The barista was super nice and made my large, iced hazelnut latte perfect. The store was very clean and just felt calm on a beautiful Saturday afternoon.",cSAACR699NuLMqBPuKL8nw
Food; Coffee & Tea,Qr232ykh-d73aAKQqfdu8Q,The Coffee Bean & Tea Leaf,29,3.5,3.67,2,"The coffee is mediocre and the Barista was openly rude to an elderly woman behind us. The only great thing was the small, shady patio facing the street. I guess maybe the appeal is that there aren't any other coffee shops around that area, with Jamaican Blue being gone. Granted, I don't know the area that well--my friend just works around there. 

But, across the street there's a place called Scratch that you should definitely check out. Best pastries ever. And the coffee's pretty good, too.",cNo2ajSPar458uKXEW7uvg
Food; Coffee & Tea,Qr232ykh-d73aAKQqfdu8Q,The Coffee Bean & Tea Leaf,29,3.5,3.72,4,"Given the choice between The Bean and the Bucks, I will always choose The Coffee Bean!  The coffee is better. The service is great. It's never as crowded. There are fewer children. (Starbucks might as well add a jungle gym....kids LOVE their lattes!). It's comfy. Plenty of outlets and free wifi. You can really get some work done. 

My only wish is for a drive thru.",cdzZkNL2XQ8eekkCe2wudQ
Food; Coffee & Tea,Qr232ykh-d73aAKQqfdu8Q,The Coffee Bean & Tea Leaf,21,4,3.61,4,"Yum! I'd give 5 stars if they remembered that we also ordered a water, we had to ask for it twice, but the coffee is tasty to me.",Bmzq_nkjYqp8aWn12RJdhA
Food; Coffee & Tea,Qr232ykh-d73aAKQqfdu8Q,The Coffee Bean & Tea Leaf,23,4,3.95,4,"Love Coffee Bean! I think it's a lot better than Starbucks. I love coffee, but I'm also a huge tea person, which makes this a great place for me! They have a great tea selection and I like how they always have a different kind out for you to sample and explore a little. The people at this location are really nice, too. As for coffee: I LOVE the ""Black Forest"" which is a blended coffee drink with cherries and chocolate-covered espresso beans, I can barely make it to my car before sucking down half of it! It is just so damn delicious :). Sometimes the tea can be a little watered down, but it has only happened once or twice out of the 30 something times I've gone there. Strawberry cream tea is zee best!",b3LwrPrDpDcONzcNNTj75w
Food; Coffee & Tea,Qr232ykh-d73aAKQqfdu8Q,The Coffee Bean & Tea Leaf,21,4,3.62,5,"What can I say? It was the coffee bean in AZ! Was great.. worked just like it was supposed to and does in San Diego and Vegas. Nice work, now I love you in 3 States.",ajiXxzXo1LjdbNgfVllX7A
Food; Coffee & Tea,Qr232ykh-d73aAKQqfdu8Q,The Coffee Bean & Tea Leaf,21,4,3.47,2,"over priced. 
watery coffee. 
not strong at all. 

however, their frozen lemonade is amazing.",8z2mKSqTW-4pLobAUNvrsQ
Food; Coffee & Tea,Qr232ykh-d73aAKQqfdu8Q,The Coffee Bean & Tea Leaf,23,4,4,4,"I'll admit it, I'm a trendy Starbucks fanboi. But when I'm feeling something different, Coffee Bean & Tea Leaf is good ol' #2. They have great coffee, the environment is quiet, modern, and very wooden. I usually drink the white chocolate mocha, its light and smooth. I like the ice CB uses - they aren't cubes, and they aren't crush. They're little spheres that chill at the bottom of your cup.",6gULsnrmD6fhLXk1DVycOg
Food; Coffee & Tea,Qr232ykh-d73aAKQqfdu8Q,The Coffee Bean & Tea Leaf,29,3.5,4.29,3,"With so many great coffee shops in the Valley, this one is only just ok in my book. The location is decent and a good choice when looking for a nice patio to sit on or a quick cup o' Joe, but it fills up quickly. The staff is friendly as well. I'm not a huge fan of their iced coffee though. I ordered an iced mocha and watched them concoct it. They seem to use sugar free powder, add it to hot liquid and pour it into the coffee then add milk. Unfortunately, it didn't quite work for me and the iced coffee wasn't so iced and I tasted chunks of powder throughout. I've had their hot drinks though and their regular coffee is decent. I just wouldn't suggest going the iced route unless maybe you go the frozen route..now those are pretty tasty.",4ozupHULqGyO42s3zNUzOQ
Food; Coffee & Tea,Qr232ykh-d73aAKQqfdu8Q,The Coffee Bean & Tea Leaf,23,4,4.23,5,I have been going here for a few years now and in the last year or so I can say that I go about 4 times per week. I LOVE this place and I love the staff. I get either different Iced Tea that is not brewed so they specially brew it for me OR a Mocha and I have never had a proble with my drink here. The staff are always friendly and they are not ROBOTS like at othe coffee places I used to go to. I will drive out of my way to stop in because I enjoy this place so much....,43sA9Kvf-EngIzmBgztSOA
Food; Coffee & Tea,Qr232ykh-d73aAKQqfdu8Q,The Coffee Bean & Tea Leaf,21,4,4.04,5,"I don't drink coffee but if you like tea then you should really be going here at the least.  They have whole leaf tea that is freshly and perfectly brewed.  Good selection too.

None of those darn packets!

Booo Starbucks.  BOOOO!

The staff is very helpful and patient.",3dno9Y7mtvi2tq6IfMpDeA
Food; Coffee & Tea,Qr232ykh-d73aAKQqfdu8Q,The Coffee Bean & Tea Leaf,29,3.5,3.95,4,"I love Coffee Bean! And I love this one because they have friendly baristas who are very knowledgable and helpful.

I checked out this place last week and ordered some tea lattes and a mocha and everybody was happy with their drinks. And I bought some of their peach oolong tea to make iced tea with. So good!

Way to be amazing Coffee Bean. I want one in my neighborhood!",3c-HTCk1jSGU7NYaNgIYtA
Food; Coffee & Tea,Qr232ykh-d73aAKQqfdu8Q,The Coffee Bean & Tea Leaf,21,4,3.76,5,"I know I reviewed this place less than a month ago, but I go here everyday! 

I always get the Caramel Ice Blended! It's the best drink I have ever tasted in my life. It has me totally addicted. 

I love this place and always go through the drive-thru, being that my doggie, Olive is always with me. It's great! Not only do they have dog treats for Olive every time I come, but they also give her a little side cup of whipped cream. She loves it and has learned to expect it everyday. Sometimes they even put caramel on top like one of the blended coffee drinks I get. They even know Olive's name and they are pretty much the only people she doesn't bark at because she knows she's getting her daily treat! 

The coffee is great and the staff is super friendly!",2XTLe-BH7nKwL5WVCuD-Xg
Food; Coffee & Tea,Qr232ykh-d73aAKQqfdu8Q,The Coffee Bean & Tea Leaf,29,3.5,2.91,4,"Nice, large CBTL. Great place, as usual. Prices were reasonable considering the excellent quality of the coffee. Fast, friendly service. Nice atmosphere. Not much to say about this place other than I wish I lived by one!",2JkQ9vGL1tZjVHRZGMuAGg
Food; Coffee & Tea,Qr232ykh-d73aAKQqfdu8Q,The Coffee Bean & Tea Leaf,21,4,4.32,5,"Great service great coffee great atmosphere....
I found this place in my hometown of Thousand Oaks CA....  
I wish they would come to Portland OR....
rock on Coffee Bean......",1N3IoAoTIKNamQrhoVnLVg
Food; Coffee & Tea,Qr232ykh-d73aAKQqfdu8Q,The Coffee Bean & Tea Leaf,21,4,4.18,4,"like I said before, this place knows how to make a GREAT hazelnut mocha",1gspFi59uDO00PSM5LMlhQ
Food; Coffee & Tea,Qr232ykh-d73aAKQqfdu8Q,The Coffee Bean & Tea Leaf,23,4,3.93,4,"A welcome alternative to corporate coffee (read Starbucks). We stumbled on this place while shopping for shoes at the nearby TJ Maxx, and were pleasantly surprised. Although I normally take my coffee hot, during the Phoenix summer heat, I relented and got it iced. My double iced latte was perfect!

Next time I need a caffeine boost delivered like a swift kick to the melon, I'll stop here and dose again.",0Ke0iSAPYi8hUVxLocAlYQ
Food; Coffee & Tea,Qr232ykh-d73aAKQqfdu8Q,The Coffee Bean & Tea Leaf,29,3.5,4.39,4,Iced teas....always perfect!,0CIP-nma5yM9HY1OOBS2yA
Food; Coffee & Tea,Qr232ykh-d73aAKQqfdu8Q,The Coffee Bean & Tea Leaf,23,4,3.51,4,"Had a great coffee there this morning. I really liked the location and the open-air feel of the place. It was very comfortable and easy to find. The coffee was good. I had the vanilla latte and it was a bit too sweet for me but the texture of the drink and the taste of the coffee was pleasant. The service was a bit slow considering it was not busy, but overall I had a very positive impression. I will definitely go there again, however, it is a bit pricey.....FYI.",0beZngJ03EmIQfVcnlVK4w
Food; Coffee & Tea,Qr232ykh-d73aAKQqfdu8Q,The Coffee Bean & Tea Leaf,23,4,4.88,5,Wonderful service and location!! Support our troops by using coffee bean.  You can purchase coffee or cups which will be sent directly to the troops with your hand written message!! Thanx coffee bean!,_yPN_z0BTWvSdUoNjSFqBQ
Food; Coffee & Tea,Qr232ykh-d73aAKQqfdu8Q,The Coffee Bean & Tea Leaf,21,4,3.68,5,"I heart Coffee Bean!  Loved you in Vegas, loved you in LA, and now loving you in AZ.  I normally drool over the ice blended stuff but I wanted to try the teas since my friend said they have a great selection.  My god-daughter was undecided.  The girl behind the counter let her taste a few samples.  That was cool!  I got the tropical ice tea.  She got the green tea apricot something.",_PzSNcfrCjeBxSLXRoMmgQ
Food; Coffee & Tea,Qr232ykh-d73aAKQqfdu8Q,The Coffee Bean & Tea Leaf,29,3.5,3.68,4,"It's funny how much more you can appreciate a place once you don't have to work there anymore. Such is how I feel about The Coffee Bean. 
I worked at this location for almost two years, and while I was miserable pretty much the entire time I still enjoy coming here for coffee. One of the reasons being, I love the location. Being a bit more off the beaten path, it caters to a more neighborhood-y crowd for being a chain. A lot more regulars and not as many tourists(except during Spring Training time which always made me especially suicidal when I was an employee). 
And the coffee is pretty decent. There aren't as many selections of flavors as Starbucks but I always thought the quality was better. I highly suggest trying the new Pecan Praline latte which is delicious, plus the blendeds are far superior due to them actually being BLENDED and not chunks of ice. 
The place closes at 7pm all week so it's not exactly a nighttime hangout. Of course when I worked there closing time was an annoying and unnecessary 9pm....it's nice the bastards finally get their act together AFTER I leave.
Oh and for all you guys out there, the place is next to Ford Modeling Agency so you can see models, yes real models, probably on their go-sees milling around carrying their little portfolios. It's very ANTM.",_LEQt7oTVjiaXyVHK_MM7g
Food; Coffee & Tea,4tq7gtfwhEEU8SDHXRASZg,Teavana,25,3.5,4.16,4,This is a very cool tea shop they have all kinds of tea. The people that work there were ver well informed about tea and were able to answer all my questions. They have a very large selection of tea pots and steapers I went in and bought some Strawberry flavored tea I thought it was a little pricy but was very good tasting.,ZP20a41dAYlbHGrFjXndXg
Food; Coffee & Tea,4tq7gtfwhEEU8SDHXRASZg,Teavana,25,3.5,4.09,4,"I resisted Teavana for a long time, but then I babysat  one night in CenPho and had practically the whole store's inventory for my sampling delight, and it was love at first sip.
The samples given out in front of the store are pure heaven. I need Youthberry white and Wild Orange Blossom herbal iced or I go through withdrawals. 
Monkey picked Oolong is also fancy shmancy. I'm not sure I have tried a finer, rarer tea than that. Either go monkey only or don't go monkey. Six Sumits Oolong is also special but it doesn't come close to the monkey. I haven't tried Thai Mtn or Phoenix Mtn, but now I want to. I drink Oolong teass hot, not a fan of any iced.
I normally don't need my tea sweetened, but their German rock sugar can't be passed up especially in the Pineapple Kona Pop herbal tea, iced.
The packages are pretty, the store itself is a truly a gift shop with something for everyone, and the customer service is top knotch.
Sigh...this store gets the best of me, bringing my tea addiction to a whole new level. 

Only reason for 4 stars instead of 5 is that it's very pricy for an iced tea to go- $4.99. I think it may vary on the tea you get, but still, twice the price of Starbucks iced tea in a smaller cup?  -_-",zfysCL-0uQNCWdGvzZ6QWA
Food; Coffee & Tea,4tq7gtfwhEEU8SDHXRASZg,Teavana,25,3.5,3.87,4,I tried Peach Momotaro (blooming tea) once and I have been addicted ever since!!  I can say I have been Tea-ed for 4 years now. Momotaro has a sweet honey-like peach flavor that isn't artificial tasting.  It's a bit on the expensive side but when I want so spurlge a little this is where I go.,YwsP21V2ATnquSHJqQj00Q
Food; Coffee & Tea,4tq7gtfwhEEU8SDHXRASZg,Teavana,25,3.5,3.69,5,"Hands down, they have the best, strongest, tastiest teas. And they actually train their employees to know about all the flavors and benefits of each. The stores are all similar in their freakish cleanliness (they're opening in Fashion Square next week), but I suppose it's all about the zen, man. 

I've been ordering from Teavana.com for a long time, so when this Biltmore location finally opened, I rejoiced. I strongly recommend you try a blend of Queen of Babylon white tea and Rose Garden herbal. It's like drinking milk post Froot Loops, but packed with antioxidants!",xkTbpCc-YhU8-EXZDA7u0g
Food; Coffee & Tea,4tq7gtfwhEEU8SDHXRASZg,Teavana,25,3.5,3.3,5,Came in for a return and had the best time with Melissa.  she was very helpful in selecting some tea.  always love coming in here.,WI4DyaHOz9SMhngG83QbNA
Food; Coffee & Tea,4tq7gtfwhEEU8SDHXRASZg,Teavana,25,3.5,3.62,4,"Beware the ladies of Teavana! I say this good-naturedly, but also as a warning. Let me say first that as a tea freak I love that this place exists, and now I can go to either the Biltmore or Scottsdale Fashion Square location. But here's what happened to me, and I repeat it here as a warning: I walked by the store with no intention of going in. Thirsty, I sampled a tea by the door, then another tea. Then I thought, what the heck -- I walked a few feet into the store and sampled another tea. That's when a lady of Teavana snagged me, chatting quite knowledgeably about the tea I was tasting and inviting me, like a Siren, to get a whiff from a tea canister at the counter. Expertly, she fanned the lid of the canister over the leaves so that I could get the full effect. Oh my, that orange-pomegranate-whatever smelled good. Must I take some home? Oh yes, I must. That lovely 8-ounce canister of herbal tea will be $36, please. Yikes!",THN1gW3GtetokJZaQ_J0Tg
Food; Coffee & Tea,4tq7gtfwhEEU8SDHXRASZg,Teavana,25,3.5,3.65,4,"I must admit.. Im not much of a tea person.. but a few weeks back while at Biltmore, the friendly Teavana girl gave my friend a sample of Jasmine Tea with a bit of strawberry essence.. I had a sip of hers.. all the while thinking.. 'Im not a tea girl'.. I walked away from that day wishing I had that tea.. So today, I decide to become a tea person.. I scored a beautiful Asian teapot and some of the best tea leaves ... Friendly service.. but that was from 'my' girl.. I didnt find the other two that friendly.. but I will add, they know their leaves.. now work on the friendly part when someone is dropping $20 on a small tin of tea.. and you have a 5",sALB8-F04S9VcZMF_GkGUA
Food; Coffee & Tea,4tq7gtfwhEEU8SDHXRASZg,Teavana,25,3.5,3.62,3,"The employees at Teavana are really helpful and have this interesting way of letting you experience the teas: they take the lid off of the tea container and use it to waft the delicious tea scent your way. 

Their Sour Cherry Black Tea and the Raspberry Riot Lemon Maté are my favorites. (Maté has the same amount of caffeine as coffee, but doesn't give you the jitters.) The teas I've tried are extraordinarily flavorful and most are blends. Expect to pay $7.00 for a bag, so it's a bit of a splurge. But, because they brew so strong, they are excellent for iced tea. You can get a preview of the teas at http://www.teavana.com/",OYpsdMcpdCdlkknpgpFMLA
Food; Coffee & Tea,4tq7gtfwhEEU8SDHXRASZg,Teavana,25,3.5,3.65,4,"Uh oh...

I'm going to become a Teavana addict. Walked by...had some samples. Came back. Walked by again. Walked in this time. More samples. Helpful sales people to answer my questions. I want some. I know I don't exactly need it...but do people ever really come to shop at Biltmore because they need things? No. Biltmore is for extras. Teavana may be an extra, but damn it - it's a worthy one.

But I digress...

Next thing you know I've tried 5 different teas, loved them all, and walked out with my very own tea tin, two kinds of loose leaf, and another strawberry misaki ""blooming tea"" that is amazing. Seriously, go check out the blooming teas. It's a whole new ballgame.

Amazing selection. Super flavorful and unique teas. You may not be a tea person, per se. But after spending time here, you will want to. I'm primarily a coffee girl, but Teavana is already making a convert out of me!

Only 4 stars because tea really doesn't need to cost this much. I have always purchased pretty quality loose leaf teas from Peet's and it's a lot less than here. But like I was saying, people don't likely shop at Biltmore - orTeavana because they need to.",NqeD28GGg1Wdj9BfaHqr4g
Food; Coffee & Tea,4tq7gtfwhEEU8SDHXRASZg,Teavana,25,3.5,4.05,4,"I have an addictive personality (shocker, I know) so when I hopped up on the proverbial ""wagon,"" I immediate sought out the quickest replacement I could find. Unfortunately, while skilled in the art of boozing, I am no tea aficionado and have been drinking bagged tea I got for $1.99 at WalMart. (I am sorry, Julia T, on so many levels)

The other day I happened to be trolling around The Biltmore infecting people with my excessively shiny good mood when I happened across Teavana and the lovely ladies out front providing samples of their Jasmine Dragon tea. 

Until this moment, I refused to believe that loose leaf tea could be that much better than the bagged tea, but let me tell you, I. WAS. WRONG. That is right, I am admitting, perhaps for the first time ever, that I was wrong about something.

I did not like having to spend $7 on my Teavana container (which is why I am docking one star) but I didn't mind the other $25 I spent on the tea because, let's just be honest, it is fucking delicious. And cheaper than booze. 

To cap off this lovely little experience, the gal who rang me up (and was sure to explain all about the tea to me!) ""forgot"" to charge me for the cup of brewed tea I asked for, so I got it for free. She was either pitying me for spending $35 on tea or she thought I was cute. Either way, I was happy to leave five bucks richer and immediately proceeded to spend it at the next designation. Money burns a hole in my pocket, what can I say?",MWt24-6bfv_OHLKhwMQ0Tw
Food; Coffee & Tea,4tq7gtfwhEEU8SDHXRASZg,Teavana,25,3.5,4.62,4,Great tea but you'll pay for what you get.,kRMZ5hV-3OVkxdSh6YNw0A
Food; Coffee & Tea,4tq7gtfwhEEU8SDHXRASZg,Teavana,25,3.5,4.36,4,"These people are dangerous and they should be stopped! Somehow whenever I come in here, I walk out BROKE. But I have achieved enlightenment in the form of tea, so I guess I should stop complaining. Their salespeople know their tea, you can tell them exactly what you want from a cup of tea, and they can recommend a variety or blend that smells so good inside the canister you'll want to brew some up right there. Buy just a little though, because if you're like me, you'll end up with a cupboard full of shiny little bronze bags that date back to, oh, Christmas three or four years ago, and that's just a waste of good tea. I have a bad habit of overstocking when it comes to tea.",h3TnHCqFga0VgPO390PjKA
Food; Coffee & Tea,4tq7gtfwhEEU8SDHXRASZg,Teavana,25,3.5,3.47,5,"Hands down the best tea I've had was from here. There's so much flavor packed into each serving that you'll probably slap yourself for ever drinking something filtered out of a tea bag. The first time I came here I bought the cheapest one I could find and it was really good. Since then, I've come back for whatever they recommend. If you know your tea, this is the place to go.",FxxYCRPcpd__yhRRmmtyMQ
Food; Coffee & Tea,4tq7gtfwhEEU8SDHXRASZg,Teavana,25,3.5,3.85,3,"Went to the one in Arrowhead mall ---- couldn't get any help even though there was four or five employees working - I was pretty grungy from work and felt they truly looked past me. I did finally get some help and then they kept trying to up sell me - first a tin, then more tea than I wanted etc ... I had to be pretty firm as to exactly what I wanted and what I was going to pay for. 3 stars only because the tea is yummy. I prefer Souvia tea on 7th street by a ton and will gladly drive further for Souvia's great customer service and helpfulness.  If teavana has a tea I just absolutely have to have - I'll order online or see if Souvia can get it.",F6B-A5coQW7gGhi4sd_mkg
Food; Coffee & Tea,4tq7gtfwhEEU8SDHXRASZg,Teavana,25,3.5,3.82,4,"When I moved here a few months ago I was sorry to see that this chain of upscale tea shops had not made it to Arizona. So, I was thrilled to see that one opened up in the Biltmore Plaza across from my office building. 

Teavana is a unique little store that sells, literally, hundreds and teas and blends as well as tea accessories. The staff is familiar with the product and can brew just about anything on premises, so you can try before you buy. The teas are high quality and there is something here for everyone. 

Also, they have great prepackaged gifts. I have given and gotten gifts from here and love it. I def. recommend the one cup tea maker they use in the store - it is an easy way to make one or two cups of loose tea at home without any mess and it is not terribly expensive. A good alternative for your caffeine fix.",cEIeuU0-4fX0Y4qCUW3PwQ
Food; Coffee & Tea,4tq7gtfwhEEU8SDHXRASZg,Teavana,25,3.5,3.74,5,"Heavenly TEAS!! Snow Geisha!! Mates!! Fresh Teas, it's yummy, and I will never go back to bags and Lipton teas!!",Aaafbip-U2aeTXbvinBLiA
Food; Coffee & Tea,4tq7gtfwhEEU8SDHXRASZg,Teavana,25,3.5,3.83,4,"I love this teas.  Yes, they are an indulgence.  At $25 a small bag, they are freaking expensive.  However, I got a couple of little bags on New Years day sale, so it was $20 for 2 small bags of tea.  The minimum you can buy is 2 oz.  My hubby was teasing me that you can probably get pot cheaper than that.  But what can you do, I love tea and never care for pot.  They sales people here are great at the up sale.  On word of caution, be clear with the sale information.  When they gave us the sample, they said: ""Oh, and this tea is at 75% off""  I thought score, but since it is a blend of two teas, the other one is not so once you go to get your bag, they tell you it comes up to around 40% off.  I did buy them because those two are my favorite ones and they usually don't have other great sales during the year.  At least I didn't spend $250 in teas like my girlfriend.",8p4at4zdzCpueAmSBaorZA
Food; Coffee & Tea,4tq7gtfwhEEU8SDHXRASZg,Teavana,25,3.5,4.1,4,"I went to the Biltmore today use a Saks Fifth Avenue gift card that I got last month.  I stumbled upon Teavana in the mall.  I was able to try several teas and was impressed by the selection and quality.  

I have been a tea aficionado since living in London, UK years ago while a student.  The tea mixes are unique, especially the Yerba Mate.  I figure that the prices are relatively high for the tea.  Each tea must be purchased at a minimum of 2 ounces which is about 50 grams; I only know tea weights by grams.  Albeit, that the mean price is about $10.00 per 50 grams and it takes approximately 2 grams to make a cup, it cost about 40 cents per cup which in about 2 to 4 times the amount I normally spend.

They have the finest tea accessories that I have seen in an actual store (not online).

I would have give a five star rating if the prices were more moderate....then again, it is the Biltmore.",7brf9WC0Gr_7bUBXEHs9FA
Food; Coffee & Tea,4tq7gtfwhEEU8SDHXRASZg,Teavana,25,3.5,3.51,3,"I went to Teavana after my LuLuLemon shopping spree. The tea they leave out to sample was calling my name. GREAT TEA! Unfortunately I have not been able to reproduce the tea experience at my home. I am not a tea master, but I did read the instructions carefully. Now I am wondering if I actually bought the tea that I sampled...? I may never know. I found the store to be nice and welcoming, but like I said I think the tea person behind the counter gave me the wrong/or incorrectly mixed tea because it doesn't take the same. Hummmm. I will always wonder. I will continue to go back for samples:)",0beZngJ03EmIQfVcnlVK4w
Food; Coffee & Tea,4tq7gtfwhEEU8SDHXRASZg,Teavana,25,3.5,3.68,5,"WOW!  The teas are so good.  It beats all the teas that I have tried before.  I was a big fan of The Republic of Tea, I think I have 1 or 2 containers of every different types of tea (green, white, red, etc).  After tasting the samples and getting the White Ayurvedic Chai and Samurai Chi Mate, I am hooked on Teavana.  Thanks, M.  It is your fault!",_PzSNcfrCjeBxSLXRoMmgQ
Food; Coffee & Tea,Q0AADLgsYi1sFDk8jtMYUw,Steve's Espresso,71,4,3.71,4,"Love this place - you can get a good ""hardcore"" coffee or a nice, tasty mocha. It also gets a nice blend of clients, and I never see it too full of hipsters or too full of laptops.

A great independent business - stop in and enjoy!",Znu5KKqytHfmjbXfQo3f4Q
Food; Coffee & Tea,Q0AADLgsYi1sFDk8jtMYUw,Steve's Espresso,71,4,3.5,4,Iced latte and chocolate chip scone were both great!,yxxQL1UGNzApM65DAOCbQA
Food; Coffee & Tea,Q0AADLgsYi1sFDk8jtMYUw,Steve's Espresso,71,4,4.38,5,"I've only been here a few times, but every time I have, the atmosphere has been very chill and the service has been fast. I just tried their chai today- made by Steve himself. Don't be fooled by the fact your milk won't turn that pink/rust color- the chai is excellent. It's a little sweet, but very smooth with an even blend of spices. I hope to see a real spicy chai from them someday. Also had some of their espresso- very even flavors. Bravo. Barista was very knowledgable.",YrBy5iAt90pEIBYXbLyIPA
Food; Coffee & Tea,Q0AADLgsYi1sFDk8jtMYUw,Steve's Espresso,71,4,4.06,5,"I woke up late one morning & did not have a chance to eat breakfast so my husband swung by my office & gave me a scone to eat. It was the best scone I have ever had, so I asked him where he got it & he told me it was from this little coffee house called Steve's. I had to go and check it out myself. I got there right after they opened (about 5:30 in the morning) so they were not really busy yet, but the guys behind the counter both greeted me & one took my coffee order and the other grabbed me a scone.  The service was really fast & I was in and out in 2 minutes, which was GREAT because I needed to hurry up and get to work. Once I was at work I was able to sit down & enjoy what I ordered. I got the French Roast which was nice & bold as advertised. They use a French Press to brew all their coffee which usually means a 5+ minute wait at any other coffee house (not to mention you have to specifically request it at other places), but because this is their standard method they already had it ready to go. But the coffee was not even the best part. They had 2 different kinds of scones today; Chocolate Chip or Cranberry Orange. So I picked the Cranberry one & it was delish! Their scones are flaky but still moist & perfect. The tart cranberries were just what I wanted in the morning with the sweetness of the scone itself & the strong cup of coffee. The sign up front also said that they make all their treats from scratch! Great little place to stop in the morning. This was the perfect start to my Friday! I will definitely be back.",Y7kSCGc5ts5KILimUVrtbA
Food; Coffee & Tea,Q0AADLgsYi1sFDk8jtMYUw,Steve's Espresso,71,4,4.16,4,"I spend every Thursday evening at Steve's... and also maybe some time before finals... and after.
Its a really chill place to hang out. I love the music, the friendly atmosphere. Every Thursday the same group is there. The Bible study group in the corner, the students studying with their laptops, the loud Russian speaking club... oh that's us!
The vanilla syrup is their own creation. I have been inducted into the exclusive elite of those in the know, but I won't divulge. I can replicate that at home, but what I can't get a handle on is how to make such a smooth espresso. Their vanilla lattes are out of this world. I don't usually drink coffee, but I crave vanilla lattes from Steve's.
They have a nice selection of teas, but don't trust the little sniffer jars up at the front. I think they have not changed the tea in those little bottles for at least a year, but the tea served to customers is fresh.
I'm living one latte to the next.",xgrNgHOs8F5JvEX38IeCJg
Food; Coffee & Tea,Q0AADLgsYi1sFDk8jtMYUw,Steve's Espresso,71,4,3.6,4,"It is just dismal those few times you want something to eat at the coffee house, and your choices are sad breakfast offerings or overpriced bakery items.  But I am vouching for Steve's food!... bacon, jalepeno & cheese frittata (w/ thin sliced potatoes as the bottom layer) as well as the ham & cheese stuffed brioche!  You do have to heat yourself.. luckily the microwave does have power settings, so go PL-7 or 8 to avoid overcooking as you heat.  

These guys are open early (5:30am M-F and 6:30am S-S)... so this is going to be my new go to place to grab some food when I have an early morning  flight or roadtrip.",xdWsnbaTEfBMVHttqZDHxg
